Country_Code,Country_Name,Region,Sub_Region,Intermediate_Region,Confirmed,Recovered,Deaths,ConfirmedPerPpopulation,RecoveryRate,DeathRate,"School enrollment, tertiary (% gross)","School enrollment, secondary (% net)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth female (% of females ages 15-24)","Labor force, female (% of total labor force)","Labor force, total",Population ages 15-64 (% of total population),"Government expenditure on education, total (% of GDP)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Life expectancy at birth, total (years)",Prevalence of anemia among children (% of children under 5),Prevalence of undernourishment (% of population),Risk of impoverishing expenditure for surgical care (% of people at risk),Net ODA Received (2014-2018),Net ODA Received (2018),Inflation (2015-2019),Inflation (2019),GDP (2015-2019),GDP (2019),Unemployment (2015-2019),Unemployment (2019),Happiness Score (2019),GDP per capita (2019),Social support (2019),Healthy life expectancy (2019),Freedom to make life choices (2019),Generosity (2019),Perceptions of corruption (2019),"Nurse and Midwives(per1,000People)","Physician(per1,000People)",OECD_Nurse(1000HAB),OECD_Doctor(1000HAB),Health Expenditure (% of GDP),Hospital_Bed_ACUTE(1000HAB),Hospital_Bed_ICU(1000HAB),Hospital_Bed_OTHER(1000HAB),HOSPITAL_BED_PSYCHIATRIC(1000HAB),HOSPITAL_BED_TOTAL(1000HAB),Health Care Index _2000,HealthCare_Rank_2000,Covid19_test_conducted_people tested,Covid19_test_conducted_samples tested,Covid19_test_conducted_tests performed,Covid19_test_conducted_units unclear
ETH,Ethiopia,Africa,Sub-Saharan Africa,Eastern Africa,119494,102153,1846,0.107,85.488,1.545,0,30.8138,51.7711792,44.42338181,59.24145889,73.52072144,71.97251129,45.87305015,53195214,56.14686837,4.737919807,49,11.7,39.3,6.551,4.3,69,68,58,66.24,50,19.7,0,38.39542184,45.13682499,11.30996934,15.84032204,751.0427913,857.501351,2.127799988,2.08100009,4.286,0.336,1.033,0.532,0.344,0.209,0.1,0.7135,0.0769,NA,NA,3.502557427,NA,NA,NA,NA,NA,0.276,180,NA,NA,1546.862,NA
FIN,Finland,Europe,Northern Europe,,32853,22500,489,0.595,68.487,1.488,90.2617569,96.1047,0,0,0,0,0,33.07454786,2739091,61.84301383,6.376210213,1.3,5.5,93.2,9.9,5.6,91,0,96,81.73414634,12.6,2.5,0,NA,NA,0.602137124,1.02409393,46318.57457,48685.85399,8.158000088,6.59499979,7.769,1.34,1.587,0.986,0.596,0.153,0.393,14.7374,3.8118,NA,NA,9.206938744,2.8,NA,NA,0.39,3.28,0.881,31,NA,32471.421,NA,NA
FJI,Fiji,Oceania,Melanesia,,46,42,2,0.005,91.304,4.348,0,0,99.08210754,99.08583069,99.07843781,99.67990875,99.81082916,48.04623656,362720,65.0820886,0,10.1,5.4,84.4,8.208,14.7,99,99,96,67.341,37.5,3.9,0,130.6756225,125.7635977,2.888053471,1.773101825,5926.021705,6220.046421,4.235599899,4.100999832,NA,NA,NA,NA,NA,NA,NA,3.3752,NA,NA,NA,3.5007447,NA,NA,NA,NA,NA,0.653,96,NA,NA,1828.111,NA
FRA,France,Europe,Western Europe,,2516957,189403,60534,3.753,7.525,2.405,67.62465668,94.66595,0,0,0,0,0,0,30386432,61.80647185,5.451600075,6,6.4,87.6,9.2,4.8,96,91,90,82.72439024,12.9,2.5,0,NA,NA,0.8424404,1.108254923,38922.54789,40493.92857,9.459800148,8.427000046,6.592,1.324,1.472,1.045,0.436,0.111,0.183,11.4707,3.2672,10.79,3.37,11.31289229,3.0901,NA,NA,0.84,5.98,0.994,1,NA,NA,NA,NA
GAB,Gabon,Africa,Sub-Saharan Africa,Middle Africa,9400,9254,64,0.433,98.447,0.681,0,0,84.66716003,83.42397308,85.85234833,88.14196014,91.44937897,46.82883053,721924,59.27572714,0,49.9,9.1,41,6.833,6,70,70,62,66.187,62.5,16.6,9.8,47.3603726,54.84422897,2.326694371,2.464567562,7444.711592,7667.366861,20.04239998,20.00399971,4.799,1.057,1.183,0.571,0.295,0.043,0.055,2.946,0.6819,NA,NA,2.780745924,NA,NA,NA,NA,NA,0.511,139,NA,NA,NA,NA
GBR,United Kingdom,Europe,Northern Europe,,2010077,4354,67177,3.008,0.217,3.342,61.38288879,97.13247,0,0,0,0,0,44.89488226,34530463,63.79560384,5.442090034,7.7,3.5,88.8,9.3,3.9,93,93,91,81.25609756,11.8,2.5,0,NA,NA,1.593032898,1.738104601,42348.77553,42300.26713,4.459200096,3.851000071,7.054,1.333,1.538,0.996,0.45,0.348,0.278,8.1723,2.8117,7.78,2.95,9.631694108,2.114,NA,NA,0.38,2.54,0.925,18,NA,NA,51714.449,NA
GEO,Georgia,Asia,Western Asia,,206907,175842,2055,5.561,84.986,0.993,63.91550064,95.94754,99.36425781,99.2947464,99.43752289,99.76824951,99.49365234,46.49618609,2032911,64.90751896,3.52105999,2.7,3.6,93.7,12.849,5.8,94,94,99,73.6,23.6,8.2,0,134.8186673,158.0389799,3.928393106,4.852898217,4385.066219,4769.186543,15.04640007,14.39799976,4.519,0.886,0.666,0.752,0.346,0.043,0.164,4.7293,7.1201,NA,NA,7.601659,NA,NA,NA,NA,NA,0.615,114,NA,NA,NA,NA
GHA,Ghana,Africa,Sub-Saharan Africa,Western Africa,53653,52331,331,0.176,97.536,0.617,17.23296928,57.24406,79.03964233,74.47438812,83.52458191,92.76100159,92.2085495,0,12917053,59.53780569,3.989439964,47.5,9.8,42.7,7.309,2.5,97,97,92,63.78,66.9,6.5,23.8,46.07021939,35.85333181,12.39224275,7.175922847,2021.120124,2202.115567,4.993400002,4.330999851,4.996,0.611,0.868,0.486,0.381,0.245,0.04,4.2001,0.1359,NA,NA,3.262370452,NA,NA,NA,NA,NA,0.522,135,NA,2717.183,NA,NA
GIN,Guinea,Africa,Sub-Saharan Africa,Western Africa,13532,12905,80,0.106,95.367,0.591,0,0,0,0,0,0,0,44.01647371,4444072,53.60810527,2.315939903,55.7,9.2,35.1,8.452,2.4,47,47,47,61.185,74.4,0,92.7,46.5267073,47.57409755,9.441046492,9.470779373,881.2457168,1064.131237,4.337400055,4.296000004,4.534,0.38,0.829,0.375,0.332,0.207,0.086,0.1238,0.0832,NA,NA,4.123086855,NA,NA,NA,NA,NA,0.385,161,NA,NA,NA,NA
GMB,Gambia,Africa,Sub-Saharan Africa,Western Africa,3786,3656,123,0.161,96.566,3.249,0,0,50.77796936,41.57701874,61.76725006,70.74347687,64.44683075,47.73789098,779181,53.31195644,2.420300007,54.8,10.9,34.3,7.887,1.9,88,88,85,61.735,75.7,11.9,59.6,74.96044296,102.0261396,7.141616382,7.115676256,694.7942935,751.2946884,9.156199837,9.055999756,4.516,0.308,0.939,0.428,0.382,0.269,0.167,NA,NA,NA,NA,3.282071277,NA,NA,NA,NA,NA,0.482,146,NA,NA,NA,NA
GNQ,Equatorial Guinea,Africa,Sub-Saharan Africa,Middle Africa,5214,5064,85,0.385,97.123,1.63,0,0,0,0,0,0,0,43.78430524,529729,60.6186937,0,53.4,10.7,35.9,9.323,6,53,53,53,58.402,64,0,0,4.455170995,4.217043257,1.284550443,1.238698602,9695.565902,8131.923888,6.505599976,6.433000088,NA,NA,NA,NA,NA,NA,NA,0.5024,0.4017,NA,NA,3.107094206,NA,NA,NA,NA,NA,0.337,171,NA,NA,NA,NA
GRC,Greece,Europe,Southern Europe,,130485,93764,4102,1.218,17.683,3.144,142.8520355,93.34588,97.93595123,97.39409637,98.50704956,99.26000214,99.06999969,0,4776602,64.16193128,0,10.9,2.9,86.2,11.2,4.7,99,96,97,81.78780488,13.9,2.5,0.4,NA,NA,-0.112369182,0.252978044,19024.25859,19582.53601,21.29080009,17.23800087,5.287,1.181,1.156,0.999,0.067,0,0.034,3.6331,5.4789,3.37,NA,8.041390032,3.6028,NA,NA,0.74,4.21,0.933,14,NA,19058.215,NA,NA
GRD,Grenada,Americas,Latin America and the Caribbean,Caribbean,94,41,0,0.084,43.617,NA,104.561882,87.72998,0,0,0,0,0,0,0,66.60535879,3.173799992,11.9,6.8,81.3,9.576,10.7,92,94,94,72.384,34,0,0,198.0940035,275.4499683,0.711875621,NA,10065.89425,10965.51316,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2837,1.4067,NA,NA,4.75711748,NA,NA,NA,NA,NA,0.689,85,NA,NA,NA,NA
GTM,Guatemala,Americas,Latin America and the Caribbean,Central America,132595,120715,4624,0.799,91.04,3.487,21.78329086,43.77665,0,0,0,0,0,40.52920021,6847286,61.21168353,3.212199926,25.1,15.7,59.2,4.738,10,85,86,90,74.063,36.5,16.1,20.1,21.66954926,24.07972159,3.742708945,3.69998398,4342.453806,4619.987097,2.482399988,2.459000111,6.436,0.8,1.269,0.746,0.535,0.175,0.078,0.0737,0.3549,NA,NA,5.813843757,NA,NA,NA,NA,NA,0.713,78,2835.039,NA,NA,NA
GUY,Guyana,Americas,Latin America and the Caribbean,South America,6105,5305,159,0.78,86.896,2.604,0,0,0,0,0,0,0,44.17568125,316951,65.35848517,5.493579865,20,12.4,67.6,7.456,11.6,99,99,98,69.774,37.9,5.7,0,108.0696574,131.5012534,1.021800733,2.087230892,4748.432794,5468.356629,11.97220001,11.85200024,NA,NA,NA,NA,NA,NA,NA,1.0398,0.8023,NA,NA,4.945509881,NA,NA,NA,NA,NA,0.554,128,NA,NA,NA,NA
HND,Honduras,Americas,Latin America and the Caribbean,Central America,116212,54002,3023,1.192,46.469,2.601,26.16422081,43.77822,87.20523834,87.26555634,87.13764191,94.89199066,98.18509674,45.34415787,4614041,64.01238565,6.06746006,14,19.6,66.5,4.437,7.3,87,87,87,75.088,31.4,13.8,34.1,57.4322382,68.83217506,3.706005047,4.365871598,2435.840574,2574.912191,5.887199974,5.386000156,5.86,0.642,1.236,0.828,0.507,0.246,0.078,0.7357,0.3089,NA,NA,7.858425379,NA,NA,NA,NA,NA,0.544,131,NA,NA,NA,NA
HRV,Croatia,Europe,Southern Europe,,192987,169768,3101,4.745,87.969,1.607,67.65422821,92.39267,0,0,0,0,0,47.33167329,1778668,64.57764368,3.917129993,2.3,5.3,92.4,12.9,5.4,94,93,93,78.07073171,27.1,2.5,0.2,NA,NA,0.362363691,0.771820346,13465.83048,14853.23984,11.17059984,6.934999943,5.432,1.155,1.266,0.914,0.296,0.119,0.022,8.1224,2.9996,NA,NA,6.789133698,3.505,NA,NA,NA,NA,0.812,43,13947.017,NA,NA,NA
HTI,Haiti,Americas,Latin America and the Caribbean,Caribbean,9674,8336,234,0.086,86.169,2.419,0,0,61.69134903,58.30052185,65.27764893,83.35350037,82.63482666,45.53041554,5080581,62.07774305,2.780469894,30.3,12.6,57.1,8.534,6.7,51,51,65,63.66,58.2,48.2,58,95.55516406,89.19664891,12.0200061,18.70378257,787.9374583,754.5879177,13.7907999,13.78100014,3.597,0.323,0.688,0.449,0.026,0.419,0.11,0.6798,0.2343,NA,NA,8.035501093,NA,NA,NA,NA,NA,0.517,138,NA,NA,NA,NA
HUN,Hungary,Europe,Eastern Europe,,300022,93323,7914,3.071,31.105,2.638,50.30653,89.27911,0,0,0,0,0,36.92503918,4720629,65.87232267,4.667099953,1.8,4.4,93.8,13.4,6.9,99,0,99,76.06585366,26.6,2.5,0.8,NA,NA,1.774040344,3.338586354,14545.61347,16475.74184,4.638199997,3.398999929,5.758,1.201,1.41,0.828,0.199,0.081,0.02,6.9157,3.4075,6.62,3.38,6.879989803,4.2709,NA,NA,0.87,7.02,0.743,66,NA,NA,14294.71,NA
IDN,Indonesia,Asia,South-eastern Asia,,657948,536260,19659,0.243,81.505,2.988,36.31103897,78.73112,95.65856171,93.99217987,97.33133698,99.71748352,99.69625092,42.23519889,134776525,67.73457784,3.583600044,20.7,6,73.3,6.465,6.3,85,85,88,71.509,36.8,9,15.9,0.516115939,3.543704128,3.985331485,3.03058665,3752.321661,4135.569263,4.439599991,4.686999798,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2.4149,0.4269,NA,NA,2.989054471,NA,0.027,NA,NA,NA,0.66,92,1017.19,NA,NA,NA
IND,India,Asia,Southern Asia,,10031223,9580402,145477,0.734,95.506,1.45,28.57290077,0,74.37299347,65.79080963,82.36670685,92.99297333,90.16941071,0,494261426,67.00381119,0,26,11.3,62.7,7.234,10.4,91,91,95,69.416,57.3,14,26.7,2.191628368,1.814245559,5.164946852,7.659694743,1885.96593,2104.1459,5.436000061,5.355000019,4.015,0.755,0.765,0.588,0.498,0.2,0.085,1.7271,0.8571,1.5,0.78,3.534959629,NA,0.023,NA,NA,0.53,0.617,112,3.104,8279.553,NA,NA
IRL,Ireland,Europe,Northern Europe,,78776,23364,2154,1.594,29.659,2.734,77.28288269,98.6613,0,0,0,0,0,19.53454492,2418323,64.62679429,3.506860018,5.1,4.3,90.6,6.4,3.2,94,93,91,82.25609756,12.5,2.5,0,NA,NA,0.297274694,0.939044481,70459.40735,78660.95646,7.131999874,4.927999973,7.021,1.499,1.553,0.999,0.516,0.298,0.31,16.0996,3.3125,12.88,3.34,7.184383273,2.77,NA,NA,0.34,2.96,0.924,19,NA,NA,42639.607,NA
IRN,Iran,Asia,Southern Asia,,1152072,875943,53448,1.389,76.032,4.639,62.78507996,81.37533,85.54425049,80.78743744,90.35240936,98.26796722,97.92513275,13.47968445,27903015,68.98681989,3.955359936,7.9,10.1,81.9,4.843,9.6,99,99,99,76.479,28.2,4.7,13.6,1.5375251,2.027743883,17.13929907,39.90734557,5226.020836,NA,11.80240021,11.38199997,4.548,1.1,0.842,0.785,0.305,0.27,0.125,2.6286,1.5844,NA,NA,8.659663796,NA,0.046,NA,NA,NA,0.659,93,NA,NA,6073.323,NA
IRQ,Iraq,Asia,Western Asia,,583118,519005,12680,1.483,89.005,2.175,0,0,85.59999847,79.90000153,91.19999695,94.90000153,92.09999847,47.24201249,10475720,58.58053961,0,16.8,28.4,54.7,4.776,8.8,84,84,82,70.454,24.1,23.7,0,56.24722511,59.84009089,0.625338018,NA,5352.21861,5955.10901,12.04740009,12.82199955,4.437,1.043,0.98,0.574,0.241,0.148,0.089,2.0448,0.7079,NA,NA,4.166630283,NA,NA,NA,NA,NA,0.637,103,NA,8059.003,NA,NA
ISL,Iceland,Europe,Northern Europe,,5621,5467,28,1.556,97.26,0.498,73.1032486,91.2734,0,0,0,0,0,47.42338978,217840,65.16070802,7.658219814,4.4,5.8,89.8,6.4,5.8,91,0,93,82.86097561,12.4,2.5,0.1,NA,NA,2.157457654,3.013971792,65051.14043,66944.82551,3.049000025,2.842000008,7.494,1.38,1.624,1.026,0.591,0.354,0.118,16.2132,4.0778,15.52,3.93,8.326291293,2.37,NA,NA,0.37,2.91,0.932,15,NA,NA,75596.609,NA
ISR,Israel,Asia,Western Asia,,372886,345590,3074,4.119,92.68,0.824,61.47687149,98.63822,0,0,0,0,0,42.58287788,4181133,59.90575367,6.092619896,10,4.1,85.8,5,9.7,98,96,98,82.80243902,13.4,2.5,0.9,NA,NA,0.144756117,0.841596534,39800.2809,43641.39774,4.424599981,3.861000061,7.139,1.276,1.455,1.029,0.371,0.261,0.082,5.7002,4.6249,5.03,3.22,7.407464087,2.19,NA,NA,0.4,2.99,0.884,28,NA,NA,65173.651,NA
ITA,Italy,Europe,Southern Europe,,1938083,1249470,68447,3.214,64.469,3.532,64.29161835,94.66346,99.15576172,98.9719162,99.35344696,99.91999817,99.94999695,45.953466,25946128,63.82120584,4.044939995,4.9,3.8,91.4,10.5,5,95,95,94,83.34634146,13.3,2.5,0.1,NA,NA,0.584008298,0.611246944,32257.26236,33189.5658,11.05839996,9.887000084,6.223,1.294,1.488,1.039,0.231,0.158,0.03,5.7401,3.9774,6.73,4.02,8.840259165,2.6247,NA,NA,0.09,3.18,0.991,2,21873.757,NA,36598.814,NA
JAM,Jamaica,Americas,Latin America and the Caribbean,Caribbean,12135,8812,285,0.412,72.616,2.349,27.13060951,73.96802,0,0,0,0,0,18.12178057,1488632,67.54638893,5.16918993,11.2,8.7,80,7.573,11.3,96,96,94,74.368,27.7,8.7,11.3,23.54993943,33.66094779,3.610585723,3.909646229,5151.305334,5582.263778,11.08859997,8.001999855,5.89,0.831,1.478,0.831,0.49,0.107,0.028,0.8068,1.3061,NA,NA,5.988416821,NA,NA,NA,NA,NA,0.782,53,NA,4070.29,NA,NA
JOR,Jordan,Asia,Western Asia,,272797,239126,3545,2.701,87.657,1.3,34.41532135,62.59678,98.22711182,97.83207703,98.61421204,99.19612122,99.49391174,44.02394995,2637892,62.54434157,3.072530031,10.7,10.9,78.4,3.864,12.7,89,89,87,74.405,31.1,8.5,6.8,275.4288977,253.510161,1.378487557,0.761514047,4188.824275,4330.329346,14.6277998,14.71500015,4.906,0.837,1.225,0.815,0.383,0.11,0.13,2.8212,2.3237,NA,NA,8.119250834,NA,NA,NA,NA,NA,0.698,83,NA,NA,9054.644,NA
JPN,Japan,Asia,Eastern Asia,,196815,163152,2749,0.156,82.896,1.397,0,0,0,0,0,0,0,48.02623927,68139088,59.4249197,3.182179928,12.7,4.8,82.4,11,5.6,98,99,96,84.21097561,13.2,2.5,0,NA,NA,0.519388065,0.476973684,38215.82057,40246.88013,2.798199987,2.290999889,5.886,1.327,1.419,1.088,0.445,0.069,0.14,12.1531,2.4115,11.76,2.49,10.93593314,NA,0.073,NA,NA,NA,0.957,10,2345.72,NA,NA,NA
KAZ,Kazakhstan,Asia,Central Asia,,190969,162959,2621,1.031,85.333,1.372,61.74975967,99.83989,99.78163147,99.73899078,99.8296814,99.94013977,99.85090637,49.03642339,9053149,63.46640612,2.615950108,4.5,9.5,86,7.14,6.1,97,97,99,73.15,29.3,2.5,0.3,4.197860118,4.138101029,7.983282409,5.245476796,9403.388335,9731.145207,4.840999985,4.590000153,5.809,1.173,1.508,0.729,0.41,0.146,0.096,NA,NA,NA,NA,3.125361726,NA,0.213,NA,NA,NA,0.752,64,NA,NA,28068.168,NA
KEN,Kenya,Africa,Sub-Saharan Africa,Eastern Africa,94151,75559,1633,0.179,80.253,1.734,11.46471024,0,81.53497314,78.1889267,84.98883057,87.58999634,88.08000183,38.42744303,23879160,58.38279903,5.306250095,63.3,9.6,27.1,5.469,3.1,92,92,89,66.342,41.1,23,46.1,50.17071835,48.4188393,6.39371862,NA,1568.856027,1816.546916,2.704599953,2.64199996,4.509,0.512,0.983,0.581,0.431,0.372,0.053,1.1656,0.1565,NA,NA,4.802543297,NA,NA,NA,NA,NA,0.505,140,NA,1036.682,NA,NA
KGZ,Kyrgyzstan,Asia,Central Asia,,78911,72459,1328,1.222,91.824,1.683,42.32133865,84.38733,99.58599854,99.49971771,99.67700958,99.69000244,99.80999756,48.37876715,2607613,62.8980104,6.026189804,9.6,7.7,82.7,5.2,6.1,95,95,96,71.4,38.3,6.4,33.5,92.66134092,65.41563632,2.548750116,1.133622577,1220.41043,1309.392992,6.789999962,6.329999924,5.261,0.551,1.438,0.723,0.508,0.3,0.023,NA,NA,NA,NA,6.185863167,NA,NA,NA,NA,NA,0.455,151,NA,NA,NA,NA
KHM,Cambodia,Asia,South-eastern Asia,,362,345,0,0.002,95.304,NA,14.73896027,0,80.52648926,75.03386688,86.53244019,91.86412048,92.57328033,0,9350230,64.18303487,2.162859917,25.6,10,64.4,5.997,6.4,92,92,84,69.57,54.4,14.5,0,48.64988857,47.29658778,2.403893573,NA,1394.600851,1643.121389,0.62420001,0.676999986,4.7,0.574,1.122,0.637,0.609,0.232,0.062,0.6855,NA,NA,NA,5.918841809,NA,NA,NA,NA,NA,0.322,174,NA,NA,NA,NA
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Caribbean,30,24,0,NA,NA,NA,86.68148804,98.00256,0,0,0,0,0,42.10972143,0,0,2.643460035,0,0,0,0,13.3,96,97,97,0,0,0,0,NA,NA,-0.832779546,NA,19033.65226,19896.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03680706,NA,NA,NA,NA,NA,0.643,100,NA,NA,NA,NA
KWT,Kuwait,Asia,Western Asia,,147775,143641,918,3.513,97.203,0.621,55.30754852,86.52941,96.05647278,94.905159,96.66645813,98.7767868,99.50354767,41.70691539,2424991,75.66632272,0,14.8,12.8,72.4,2.696,12.2,91,91,98,75.398,25.3,2.5,0,NA,NA,2.055382717,1.091848027,30661.67893,32031.9801,2.083200002,2.181999922,6.021,1.5,1.319,0.808,0.493,0.142,0.097,7.4145,NA,NA,NA,5.291384831,NA,NA,NA,NA,NA,0.81,45,NA,NA,31172.58,NA
